GageID,Start Data,End Data,Min,Median,Max,Mean,slope (M),p-value (M),slope (Y),p-value (Y),County,CountyID,State,Coordinate
01622000,1926-06-01,2020-07-31,22.0,210.0,32000.0,391.64504213735,0.036371158849345,0.012663338773418409,0.6643136706737487,0.04389578652584741,Rockingham,51165,VA,"(38.3404051, -78.9136385)"
01657020,1984-11-16,1987-11-03,8.4,47.0,3740.0,130.6670360110803,,,,,Fairfax,51059,VA,"(38.80344739, -77.44943289)"
01624300,1967-10-01,1987-01-09,26.0,104.0,20000.0,183.45916773185627,-0.012155901787238053,0.22038782047387562,2.4357615518697937,0.10350955760390068,Augusta,51015,VA,"(38.2434628, -79.0353073)"
01658550,1983-06-27,1985-09-29,0.02,4.25,276.0,9.227554479418886,,,,,Prince,51153,VA,"(38.57734285, -77.4097064)"
02019000,1928-10-01,1937-09-29,4.0,46.0,5680.0,106.0754716981132,,,,,Botetourt,51023,VA,"(37.55013174, -79.8344877)"
01657000,1950-10-01,1981-09-29,0.1,36.0,54500.0,156.7931920155444,0.04242463927947798,0.03708756736036101,0.5750861047315841,0.13694502965300415,Fairfax,51059,VA,"(38.797892, -77.4574886)"
02042287,1990-01-18,1997-10-05,0.0,21.0,2960.0,57.691316536550765,,,,,Hanover,51085,VA,"(37.64181134, -77.4216489)"
01656102,2002-05-02,2003-12-31,-0.0,2.27,614.0,11.1268144499179,,,,,Prince,51153,VA,"(38.61123175, -77.550821)"
01673500,1948-10-01,1977-09-29,0.0,2.8,446.0,5.686980455103341,-0.0006686631453184978,,-0.015207262783847006,0.08640533207133352,Hanover,51085,VA,"(37.66931066, -77.382481)"
01635500,1932-04-01,2020-07-31,0.2,27.0,9290.0,72.98264133399466,0.0046843805145921,0.025695549867393475,0.11788887639966461,0.06480991270293113,Warren,51187,VA,"(38.95816564, -78.2666685)"
01665500,1942-10-01,2020-07-31,0.45,98.0,29400.0,158.11915605153985,0.004814873669156202,0.16977010395132275,0.16915781247115746,0.1484854186538641,Madison,51113,VA,"(38.28068606, -78.340007)"
02024000,1938-10-01,2020-07-31,22.0,348.0,56000.0,690.4167932800119,0.04246196403872759,0.06047995566578346,1.9595564253098483,0.011862224490648776,Rockbridge,51163,VA,"(37.76263275, -79.3914251)"
02023000,1926-10-01,1960-09-29,35.0,252.0,23000.0,509.47471412465774,-0.0679949711594226,0.12604986611042213,-0.9346680716543705,0.1779599595703077,Rockbridge,51163,VA,"(37.81374257, -79.4447604)"
02025000,1942-10-01,1956-09-29,2.6,60.0,5120.0,103.71281048308238,-0.12720779912092595,0.039532549506331366,-2.3639044838685472,0.129228060243314,Amherst,51009,VA,"(37.54319445, -79.2525291)"
01661800,1963-10-01,1987-01-13,0.0,4.9,259.0,7.27638111257959,-0.00306451612903225,4.553201422153318e-21,0.05571031913292237,0.02617328979507516,Northumberland,51133,VA,"(37.8768012, -76.4946747)"
01626850,1974-04-23,2020-07-31,32.8,122.0,12000.0,207.02326646314853,0.009668306907235321,0.18342582383184824,-0.075748551627053,0.5,Waynesboro,51820,VA,"(38.08874648, -78.8769683)"
01658705,1999-02-27,2001-07-10,0.2,1.7,48.0,2.7267861271676277,,,,,Prince,51153,VA,"(38.5281766, -77.29581489)"
01662500,1953-10-01,1977-09-29,0.0,9.6,1140.0,16.393407872219036,0.020885966979785918,0.0009965590464011687,0.34721622347569114,0.003229728016232114,Rappahannock,51157,VA,"(38.71400749, -78.1511105)"
01657415,1972-09-01,1984-09-29,5.6,75.0,17100.0,232.02379873073446,-0.1850795848787979,0.10101004241176154,-4.702686861881782,0.19008307688046902,Fairfax,51059,VA,"(38.76650359, -77.41415419)"
02032250,1979-10-01,2020-07-31,0.0,46.0,9620.0,100.91608645246829,0.02026543099941083,0.09122150715238497,-0.19618651211801763,0.1804138419301745,Albemarle,51003,VA,"(38.1406902, -78.5558478)"
01660000,1951-05-01,2011-10-18,0.02,1.7,98.4,2.8408725581395284,0.012803379416282639,,0.1374905270062317,,Stafford,51179,VA,"(38.53956644, -77.4247059)"
01672500,1930-10-01,2020-07-31,2.3,192.0,16000.0,362.5772987139835,-0.002405498281786878,0.22898656000939277,0.14488668137364896,0.21300585785801274,Hanover,51085,VA,"(37.796809, -77.5488744)"
02032500,1952-04-01,1966-09-29,1.3,99.0,17400.0,191.7806610009442,-0.25197132616487455,0.03982244697001705,-1.011003294760556,0.19135174546639935,Albemarle,51003,VA,"(38.12430209, -78.5172352)"
02019500,1910-10-01,2020-07-31,207.0,1300.0,102000.0,2476.9647281701023,0.11553033687784822,0.04381460220333061,1.935688733398736,0.09725909447151371,Botetourt,51023,VA,"(37.53068995, -79.6789281)"
01624000,1948-10-01,1956-09-29,0.0,0.8,91.0,1.8775419376925788,,,,,Augusta,51015,VA,"(38.2195738, -79.1094757)"
01663500,1942-08-01,2020-07-31,1.06,213.0,34600.0,345.08033158253494,0.02043454819428262,0.12436726005984755,0.6725827327848416,0.09480582334062965,Culpeper,51047,VA,"(38.59178867, -77.9649962)"
01605600,1969-05-23,1977-09-29,0.0,1.4,116.0,3.4308158584534865,,,,,Pendleton,54071,WV,"(38.65650477, -79.39171109)"
02011470,1984-10-01,2020-07-31,1.7,42.7,4890.0,114.57082823960906,0.011822327309576056,0.09180414622394872,0.473856788315548,0.12388227785355266,Bath,51017,VA,"(38.19040156, -79.81172)"
02042500,1942-01-01,2020-07-31,0.05,172.0,14700.0,267.8015685318102,0.02878569960961567,0.03757970898343704,0.39634703196347043,0.10525174027259288,New,51127,VA,"(37.43625765, -77.0608027)"
01629500,1925-04-01,2020-07-31,135.0,842.0,84400.0,1415.4973843612336,0.18402283348850795,0.026480521757780484,4.725342465753414,0.02492764323473806,Page,51139,VA,"(38.6462305, -78.5347329)"
01661000,1947-06-20,1972-09-29,0.0,6.4,1140.0,9.90298353909465,-0.003775880805307704,0.055667670372620714,-0.1347899876071902,0.03924553053309906,St.,24037,MD,"(38.37929264, -76.7819116)"
01660400,1971-09-01,2020-07-31,0.0,17.6,3900.0,35.309344549596666,0.0015943060498220655,0.196140637039818,-0.02904637684426592,0.23432010888158522,Stafford,51179,VA,"(38.49040138, -77.4335942)"
02011800,1973-10-01,2020-07-31,47.0,263.0,12600.0,452.6715363030514,0.06622302428754061,0.04625481682225485,0.2156495536632526,0.2234494890442491,Alleghany,51005,VA,"(37.94845825, -79.94922369)"
02016000,1925-10-01,2020-07-31,40.0,262.0,33900.0,545.087799526531,0.03344049070686915,0.03239460086738122,0.9730122104718055,0.025089048939729408,Alleghany,51005,VA,"(37.79179587, -79.7594917)"
01662000,1942-10-01,1986-10-08,0.26,120.0,20100.0,194.69241557310778,-0.02291381861144734,0.12957776533983262,-0.0924757956535171,0.2285539732998825,Fauquier,51061,VA,"(38.6848412, -77.9038838)"
01656650,1974-10-01,1986-12-31,1.0,35.0,3950.0,94.17287150837991,-0.21130485324033713,0.008902898856840978,-4.508221399349729,0.07491636210857552,Prince,51153,VA,"(38.74900498, -77.5636014)"
02042426,1989-12-08,1994-12-14,0.24,11.0,1280.0,39.361931260229106,,,,,Henrico,51087,VA,"(37.6132007, -77.424149)"
01626500,1928-10-01,1952-09-29,21.0,92.0,7080.0,147.8590986879635,0.11451193789798378,0.005175496997492646,2.4875991348233604,0.020942829241879957,Waynesboro,51820,VA,"(38.06124728, -78.8969682)"
02039000,1946-10-01,2020-07-31,0.13,41.0,4940.0,65.65568599822022,-0.011400101334234093,0.0024357739653476126,-0.08219178082191785,0.14146280628935975,Prince,51147,VA,"(37.25709664, -78.4863841)"
01625000,1927-10-01,2020-07-31,17.9,190.0,26000.0,323.09562935000514,0.016799432131871538,0.05778071089125136,0.5188464705442025,0.045632463249012156,Augusta,51015,VA,"(38.26179616, -78.8619703)"
01670000,1949-10-01,1989-01-18,0.0,4.4,254.0,7.040055729710959,0.0008932384723940606,,0.008342357606344681,0.1367582282014762,Gloucester,51073,VA,"(37.4706961, -76.56300758)"
01594500,1949-10-01,1975-09-29,0.0,16.0,1260.0,32.326096070788886,0.027834985862654933,0.007633768093333271,0.6216757173387534,0.01569088107831712,Prince,24033,MD,"(38.87622375, -76.7980257)"
01636242,2004-10-27,2009-10-27,0.46,11.5,884.0,26.83315270935962,,,,,Warren,51187,VA,"(38.9551101, -78.1972225)"
01607000,1945-10-01,1969-09-29,4.9,9.2,330.0,12.831727574750683,-0.009816163718348963,,-0.1594691780822027,0.07251176075233434,Grant,54023,WV,"(38.9209443, -79.0858667)"
01660500,1951-05-01,2003-12-31,0.01,4.1,564.0,10.1751730688054,-0.021912215514227486,0.0008219492978817618,-0.3450502283105013,0.10785967988712722,Stafford,51179,VA,"(38.50694444, -77.4272222)"
01657850,1994-12-22,1996-07-09,0.09,3.7,283.0,7.314045936395763,,,,,Prince,51153,VA,"(38.64539567, -77.3469287)"
01658650,1983-05-18,1985-09-29,0.18,7.45,760.0,15.667806004618939,,,,,Prince,51153,VA,"(38.5717869, -77.348872)"
02028000,1940-04-01,1960-09-29,26.0,320.0,21300.0,481.07733404567915,-0.1366568914956009,0.15006191610800396,-1.7035297053172647,0.18494095193203103,Nelson,51125,VA,"(37.62791997, -78.88029769)"
01625900,1974-05-11,1977-09-29,0.0,22.0,2200.0,52.999394184168004,,,,,Augusta,51015,VA,"(38.02902586, -78.9325239)"
01673550,1977-10-01,2020-07-31,-999999.0,18.0,3840.0,-1250.9728168744,0.00293383564869312,0.13217853683302455,-0.015599138596606636,0.20860619474299377,Hanover,51085,VA,"(37.6626434, -77.2577548)"
02021000,1925-04-01,1938-09-29,8.0,89.0,6490.0,207.24543610547667,0.12272895810159438,0.1281248323630208,6.1958739426603815,0.047221869384884374,Rockbridge,51163,VA,"(37.98623954, -79.4936529)"
01594710,1985-10-01,1998-02-25,0.22,3.0,86.0,3.9844912822776477,0.007306976230484647,,0.122341220423412,,St.,24037,MD,"(38.4770678, -76.7352426)"
02016500,1925-04-01,2020-07-31,156.0,839.0,67500.0,1642.173343671922,0.19714028154405228,0.0011903540007596747,2.3640116471805075,0.046973954841355914,Botetourt,51023,VA,"(37.77374009, -79.7844925)"
01666500,1943-07-29,2020-07-31,1.8,148.0,14700.0,225.53132536973894,0.014210148642259519,0.09360061384586188,0.4433647260273963,0.07915467443187563,Madison,51113,VA,"(38.32513047, -78.0955557)"
02018000,1925-04-01,2020-07-31,22.7,186.0,21000.0,395.0038970736039,0.026481386315220328,0.02070484635826053,0.6853742260434381,0.04091072302285914,Botetourt,51023,VA,"(37.66596174, -79.9114388)"
01644500,1925-03-19,1931-01-13,1.3,27.0,598.0,33.704090267982984,,,,,Montgomery,24031,MD,"(39.1670513, -77.2266491)"
01657655,1974-11-20,1982-09-29,0.01,2.1,522.0,5.134639498432603,,,,,Prince,51153,VA,"(38.6801163, -77.2899837)"
01631000,1930-09-22,2020-07-31,103.0,954.0,114000.0,1600.562505712806,0.1138461538461535,0.027095955357013868,2.897773972602735,0.06128509642079372,Warren,51187,VA,"(38.91400059, -78.21083388)"
01633000,1943-10-01,2020-07-31,1.8,191.0,32200.0,406.536537200685,0.029240100952259738,0.056199063564060625,0.8169863013698659,0.058403038172065325,Shenandoah,51171,VA,"(38.74567048, -78.6389042)"
02024752,2005-10-01,2020-07-31,483.0,2000.0,51500.0,3779.5738279808047,5.647325102880659,0.0060431247631603235,164.19766621930648,0.0015064528393666787,Amherst,51009,VA,"(37.55541524, -79.3672547)"
02011480,1973-10-01,1984-12-31,1.4,59.0,4570.0,140.75172749391714,-0.14348694316436258,0.0952827872138147,-2.249992514409775,0.13428346429422558,Bath,51017,VA,"(38.1348461, -79.8656107)"
02038880,1980-03-24,1981-09-29,3.2,9.7,50.0,11.921441441441441,,,,,Prince,51147,VA,"(37.35237064, -78.5988915)"
01599500,1930-05-01,1963-09-29,0.4,15.0,2060.0,43.22734276729557,0.0012387128130355832,0.24650019010236945,0.3563182773109221,0.07616048050915242,Mineral,54057,WV,"(39.40981817, -79.001139)"
01581920,2000-07-19,2020-07-31,11.8,91.3,3970.0,110.37512301804271,0.023039162800733835,0.1746448058058891,0.4245348112036451,0.14611542163649577,Baltimore,24005,MD,"(39.61905556, -76.6903611)"
01633500,1947-04-01,1956-09-29,4.4,31.0,2910.0,68.49331412103749,,,,,Shenandoah,51171,VA,"(38.8653897, -78.6289034)"
02032680,1970-03-26,1992-10-05,2.0,131.5,25000.0,233.7752733900365,-0.25797433397801406,0.0034331243340138162,-3.632715551974216,0.07872417371561316,Albemarle,51003,VA,"(38.0879147, -78.4119541)"
01621000,1946-08-30,1948-09-29,0.2,31.0,1290.0,73.7242782152231,,,,,Rockingham,51165,VA,"(38.50290058, -79.0536437)"
02033500,1925-10-01,1934-03-31,4.0,280.0,11100.0,433.5098612125639,,,,,Albemarle,51003,VA,"(38.01930625, -78.4533442)"
01626000,1952-10-01,2020-07-31,15.7,83.0,9670.0,150.70421375524668,0.017601212383632808,0.01439373651836029,0.5385583376999279,0.027297792844987623,Waynesboro,51820,VA,"(38.0576362, -78.90807949)"
01585095,1992-04-22,2009-09-29,0.0,0.55,146.0,2.2047032967033005,-0.0019410777549878813,,-0.019460382513660834,,Baltimore,24005,MD,"(39.38588889, -76.4688611)"
01598000,1924-10-01,1950-09-29,0.7,72.0,7170.0,163.2694054547529,0.0644154488948282,0.07393879222326089,1.1694457168113188,0.1132923021586364,Garrett,24023,MD,"(39.48342605, -79.073086)"
02036000,1944-10-01,1947-09-29,2.0,21.0,690.0,32.064808043875665,,,,,Goochland,51075,VA,"(37.6473688, -77.8258287)"
01653500,1948-08-01,1978-09-29,0.0,10.0,1250.0,19.791109194880658,0.005917523336878143,0.06403160901863653,0.1009107468123851,0.1440761462637345,Prince,24033,MD,"(38.7878916, -76.9780304)"
01667870,1989-10-01,1992-04-03,0.11,15.0,419.0,20.780076419213962,,,,,Orange,51137,VA,"(38.35374076, -77.89360649)"
01585105,1990-08-01,1993-09-30,0.19,1.7,130.0,3.834589455488338,,,,,Baltimore,24005,MD,"(39.37816315, -76.429128)"
01638420,2001-07-20,2020-07-31,0.0,13.3,1190.0,26.16155782508621,0.03405612368830159,0.005719808396497328,0.9116063203333511,0.01497183996564283,Loudoun,51107,VA,"(39.205, -77.62388889)"
01613500,1930-06-01,1941-09-29,3.0,62.0,9570.0,161.6261174196666,0.3957851215521272,0.0049390898845930176,7.573029019138153,0.06757667777598042,Franklin,42055,PA,"(39.72314867, -78.0602805)"
01667500,1930-10-01,2020-07-31,1.5,341.0,43500.0,548.6576645739369,0.04572028768781601,0.03509078899473256,1.2946849315068485,0.03263208404004858,Culpeper,51047,VA,"(38.35040774, -77.9749972)"
02022500,1927-04-01,2020-07-31,2.23,17.0,4840.0,36.49292998702382,-0.0005901683321038295,0.15969619614689395,0.04952262349522582,0.08685528296063799,Rockbridge,51163,VA,"(37.82568687, -79.4430938)"
01589522,1983-10-01,1985-09-29,0.7,3.0,200.0,6.619178082191795,,,,,Anne,24003,MD,"(39.1437199, -76.6066323)"
01674500,1941-09-19,2020-07-31,0.25,354.0,16200.0,564.0856033465258,-0.07232597623089947,0.019693717251499602,-0.6901704160267687,0.13879548567446365,King,51101,VA,"(37.88388889, -77.16527778)"
01669520,1981-08-14,2020-07-31,0.0,81.0,6050.0,118.86849634626172,0.007942591999687065,0.18567484455043237,0.10101105293388324,0.22445237513891725,King,51097,VA,"(37.6337529, -76.6963468)"
01616425,2003-04-01,2020-07-31,1.78,8.09,152.0,10.702760953608257,,,,,Jefferson,54037,WV,"(39.35463889, -77.9336111)"
02026000,1925-04-01,2020-07-31,222.0,2480.0,142000.0,4214.065075672726,0.16854521597081923,0.09022344834372376,3.8399168133034074,0.10765325453547414,Nelson,51125,VA,"(37.5362539, -78.8294611)"
01660380,1994-11-23,1996-11-25,0.19,8.350000000000001,355.0,12.237983651226166,,,,,Stafford,51179,VA,"(38.48984637, -77.4863728)"
01621470,1999-02-18,2001-01-23,0.85,4.9,145.0,8.388739376770536,,,,,Rockingham,51165,VA,"(38.3787374, -78.9280836)"
01657885,1995-04-11,1996-07-11,0.12,0.98,78.0,2.7389301310043637,,,,,Prince,51153,VA,"(38.6448396, -77.28720538)"
01589501,1994-11-11,2004-02-18,0.02,0.31,82.0,1.3175927152317892,,,,,Anne,24003,MD,"(39.17766667, -76.651)"
0163626650,2002-05-01,2009-10-12,0.14,8.715,286.0,15.005128581925074,,,,,Warren,51187,VA,"(38.93416667, -78.1280556)"
01620500,1946-10-01,2020-07-31,0.09,12.0,3300.0,27.760438668051034,0.001583169705469847,0.05268867712894143,0.05291153935453897,0.048611583555740134,Augusta,51015,VA,"(38.335, -79.2391667)"
02025500,1927-04-01,2020-07-31,223.0,2030.0,180000.0,3682.423555294808,0.1262471309948081,0.11396314728822216,2.567409494535525,0.12216146537543626,Bedford,51019,VA,"(37.5012508, -79.2625287)"
02026500,1927-10-01,1938-03-31,2.0,83.0,2900.0,133.7374185136897,0.19636062861869316,0.10206275298675305,2.4155561258862344,0.13428346429422555,Nelson,51125,VA,"(37.7537516, -78.98641379)"
02011460,1974-07-01,2020-07-31,0.87,43.0,6280.0,92.10238341353342,0.0021630824372759795,0.21469959848112385,-0.004743119494968084,0.24815782952339455,Bath,51017,VA,"(38.24540129, -79.76866328)"
02024300,1962-10-01,1964-09-29,20.0,40.0,2410.0,95.88356164383562,,,,,Rockbridge,51163,VA,"(37.68624498, -79.4339252)"
01590700,1971-10-01,1976-01-06,0.0,0.73,18.0,1.1199230275817802,,,,,Anne,24003,MD,"(38.88955828, -76.5582941)"
01654500,1947-10-01,2020-07-31,0.0,2.2,402.0,4.976393088552904,-0.004640198511166269,,0.012060665362036347,,Fairfax,51059,VA,"(38.8109462, -77.2349827)"
02041500,1927-10-01,1966-09-29,19.0,678.0,27700.0,1171.3061442184612,-0.3596533461723635,0.03325016819096105,-4.817193209889147,0.09713149082877509,Dinwiddie,51053,VA,"(37.2259839, -77.538599)"
02011400,1974-10-01,2020-07-31,12.7,90.0,8820.0,170.2765306731982,0.00627655754383861,0.1892472879591482,0.28764931506849395,0.15502195723473583,Bath,51017,VA,"(38.04234707, -79.8814439)"
01586500,1927-07-01,1953-12-31,11.0,74.0,3550.0,102.35518024997418,0.07400379506641369,0.006062667762352203,0.9976255707762552,0.07086761652029261,Baltimore,24005,MD,"(39.44305556, -76.8886111)"
01658698,1999-02-26,2001-07-10,0.07,0.805,33.0,1.5168129330254052,,,,,Prince,51153,VA,"(38.5331767, -77.32164869)"
01621410,2000-11-09,2002-09-29,0.5,1.71,123.0,4.216449275362321,,,,,Harrisonburg,51660,VA,"(38.4220696, -78.8872493)"
01593710,1987-08-01,1995-09-30,5.6,36.0,2100.0,50.620683875293345,,,,,Howard,24027,MD,"(39.19677349, -76.89941938)"
01659500,1951-05-01,2011-10-19,0.0,1.73,260.0,3.6070019960079858,0.00018778801843318446,,0.05446316119431957,,Stafford,51179,VA,"(38.55734365, -77.4252618)"
02027000,1938-10-01,2020-07-31,0.53,100.0,32600.0,160.35172465707566,0.010702318332359193,0.07948687615602701,0.4245644977168966,0.021358647173333578,Nelson,51125,VA,"(37.71541868, -78.981691)"
02034000,1934-10-01,2020-07-31,5.2,415.0,68000.0,722.1480526936946,-0.031026528258362177,0.12046774736129237,0.1230763209393347,0.22883034576697586,Fluvanna,51065,VA,"(37.8579192, -78.2658373)"
01671020,1979-10-01,2020-07-31,7.58,141.0,11400.0,369.25870801206815,-0.046426872204776794,0.0661010195094563,-2.052387740555947,0.09636802167169983,Hanover,51085,VA,"(37.85014024, -77.42775949)"
01653000,1955-06-01,2020-07-31,1.0,16.0,4090.0,41.05017687138338,0.02270208286337318,1.1743794714469402e-08,0.2837688001733028,0.0001290159697185933,Alexandria,51510,VA,"(38.8044466, -77.10558989)"
01658480,1983-05-19,1985-09-29,0.0,3.2,238.0,6.721248554913286,,,,,Prince,51153,VA,"(38.57289796, -77.3472053)"
01585107,1992-03-25,1993-09-29,0.0,0.96,76.0,3.0820257826887625,,,,,Baltimore,24005,MD,"(39.3662188, -76.4135718)"
01628500,1930-10-01,2020-07-31,84.1,609.0,63500.0,1041.9801956660876,0.08076716607291004,0.023868303290598802,1.992801597309794,0.04529884715629373,Rockingham,51165,VA,"(38.32262796, -78.7547457)"
01655500,1950-10-01,1987-01-06,0.0,5.4,1500.0,12.582523590246723,-0.002076557817733123,0.05590266278724104,-0.05315144019118728,0.12873118830560643,Fauquier,51061,VA,"(38.74039515, -77.7874933)"
01588000,1931-09-22,1958-09-29,1.2,8.6,600.0,12.845501519756759,0.004957601992409874,0.027096391465708802,0.11374382697694344,0.0241815806086354,Carroll,24013,MD,"(39.38204819, -76.96636779)"
01656000,1950-10-01,2020-07-31,0.0,28.6,18500.0,89.90595571143076,0.00823354018747321,0.0467324806598477,0.03845488204437249,0.20774323998684374,Fauquier,51061,VA,"(38.63678689, -77.6249897)"
01656960,1972-10-01,1987-01-08,0.1,14.0,5050.0,56.09663533474005,-0.0756980810408229,0.013564804506358054,-1.9419080234833612,0.01709174167054386,Fairfax,51059,VA,"(38.8212248, -77.46554448)"
02020500,1938-10-01,2020-07-31,0.0,65.0,21900.0,170.78962997256633,0.009481255448997378,0.05972622666985972,0.4533075563411398,0.03244434364856941,Rockbridge,51163,VA,"(37.98790619, -79.49365288)"
01658500,1951-05-01,2020-07-31,0.0,2.8,770.0,7.146160901363889,0.0009507640067911728,0.00861298505916358,0.016191780821917783,,Prince,51153,VA,"(38.5873427, -77.4285958)"
02027500,1949-10-01,2020-07-31,0.31,60.0,25000.0,95.55456572996746,0.007370871735791111,0.08669451206750955,0.18343958380118153,0.08188567585255269,Nelson,51125,VA,"(37.7023625, -79.0275254)"
01644295,1967-03-01,1978-09-29,0.0,0.18,42.0,0.41414086504371933,0.0010826001955034207,,0.02439481855271743,0.5,Fairfax,51059,VA,"(38.95288828, -77.3674858)"
02017500,1926-10-01,2020-07-31,5.19,61.0,6040.0,131.75913242675423,0.00875384357354503,0.02404862341003927,0.21631160016967288,0.04312269099554594,Craig,51045,VA,"(37.5062397, -80.106715)"
01657895,1995-01-10,1996-07-09,0.0,4.8,565.0,10.032303473491769,,,,,Prince,51153,VA,"(38.61678568, -77.3716509)"
01646550,1944-06-01,1979-01-17,0.0,1.3,255.0,3.33827513495274,0.0022842914254204575,,0.03150525488434752,,Montgomery,24031,MD,"(38.9576106, -77.1083118)"
02038830,1979-11-09,1981-07-27,1.0,5.7,89.0,9.848006379585323,,,,,Appomattox,51011,VA,"(37.36931388, -78.6455609)"
01647685,1966-10-01,1974-09-29,0.14,1.3,293.0,2.7970455323519254,,,,,Montgomery,24031,MD,"(39.1423296, -77.0963681)"
01581690,2008-10-01,2009-09-29,1.2,2.47,64.6,3.6162637362637344,,,,,Harford,24025,MD,"(39.54494444, -76.39238889)"
02032400,1979-09-24,1997-10-16,0.45,23.0,3200.0,45.190833585935124,0.028754578754578857,0.06475845173705153,-0.11339039016560075,0.23598548614960974,Albemarle,51003,VA,"(38.1545786, -78.5391805)"
